name,time,content
 Xi meets Cambodian PM Hun Sen,"Source：
				,
			,Editor：Huang Panyue,2023-02-10 20:29:38","BEIJING, Feb. 10 (Xinhua) -- Chinese President Xi Jinping met with Prime Minister of the Kingdom of Cambodia Hun Sen on Friday at the Diaoyutai State Guesthouse in Beijing.,Xi pointed out that three years ago, Prime Minister Hun Sen visited China as a token of support and stood firmly with the Chinese people in their fight against COVID-19.,This year marks the first year for China to fully implement the guiding principles of the 20th National Congress of the Communist Party of China and also the 65th anniversary of the establishment of diplomatic relations between China and Cambodia, Xi noted.,""It gives me great pleasure to work with you to realize our three-year appointment and open a new era of building a China-Cambodia community with a shared future at the start of spring,"" Xi said. ,
				"
" Chinese naval ship Nanning to participate in multinational naval exercise
","Source：
				,
			,Editor：Li Jiayao,2023-02-08 10:27:30","BEIJING, Feb. 8 -- At the invitation of the Pakistan Navy, the guided-missile destroyer Nanning of the Chinese People's Liberation Army Navy (PLAN) will participate in the multinational naval exercise AMAN (Peace)-23 in waters near Karachi, Pakistan, from February 9 to 14, according to a statement released by China's defense ministry on Wednesday.,
				"
" 
China's spacecraft tracking ship Yuanwang-7 departs for mission","Source：
				,
			,Editor：Lin Congyi,2023-02-08 16:34:54","NANJING, Feb. 8 -- China's spacecraft tracking ship Yuanwang-7 left the port of China Satellite Maritime Tracking and Control Department (CSMTC) for a maritime telemetry, tracking and command (TT&C) mission in the Pacific Ocean on the morning of February 7.,Crews of the Yuanwang-7 have prepared electronic nautical charts in advance, updated meteorological data, formulated the main and standby routes, carried out technical exchanges on possible difficulties in the mission, and organized joint adjustment drills.,Yuanwang-3 and Yuanwang-5 will soon set sail in succession. It is learnt that the Yuanwang vessels will carry out more than 20 maritime TT&C missions including support for the Shenzhou-16 spacecraft mission in 2023.,
				"
 Chinese naval ship Nanning participates in AMAN-23 in Pakistan,"Source：
				,
			,Editor：Li Jiayao,2023-02-10 17:52:07","By Tang Siyu and Wu Kangci,KARACHI, Feb.10 -- The guided-missile destroyer Nanning of the Chinese People's Liberation Army Navy (PLAN) arrived at the port of Karachi, Pakistan, on February 9 to participate in the multinational naval exercise AMAN (Peace)-23 at the invitation of the Pakistan Navy.,On the morning of February 9, the Pakistani side held a grand welcome ceremony for the visiting Chinese naval ship. The representatives of the Pakistan Navy, the staff of the Consulate General of China in Karachi, and the deputy military attaché of the Chinese Embassy to Pakistan met the ship Nanning at the dock.,The multinational maritime exercise will be held in Karachi and its surrounding waters from February 9 to 14. With the theme ""Together for Peace"", it aims to promote maritime exchanges and cooperation among participating countries, and identify ways and means to combat common threats at sea.,The exercise will be divided into harbor and sea phases. The harbor phase is to be held from February 10 to 12, mainly including international maritime conferences, professional seminars and exchanges, and the opening of ships, serving as a platform of interactive exchanges for participating ship and aircraft crew members, special operations troops, and exercise observers. The sea phase, from February 13 to 14, includes drills on replenishment-at-sea, joint counter-piracy, joint search and rescue, etc., as well as an international fleet review.,
				"
 Shenzhou-15 taikonauts complete their first spacewalk,"Source：
				,
			,Editor：Lin Congyi,2023-02-10 11:32:08","BEIJING, Feb. 10 (Xinhua) -- The Shenzhou-15 taikonauts on board the orbiting Chinese Tiangong space station completed their first spacewalk at 12:16 a.m. (Beijing Time) on Friday, according to the China Manned Space Agency.,Fei Junlong and Zhang Lu, together with Deng Qingming who worked inside the space station to support his crewmates, collaborated to pull off all set tasks. Fei and Zhang have since safely returned to the Wentian lab module.,During the extravehicular activities (EVAs) lasting about seven hours, they completed several tasks, including the installation of the extension pumps outside the Mengtian lab module.,These were the first EVAs conducted after the completion of the Chinese space station. The Shenzhou-15 crew, as planned, will carry out several spacewalks in the future, said the agency.,
				"
" China declines US proposal for phone call between defense chiefs on civilian unmanned airship incident
","Source：
				,
			,Editor：Li Jiayao,2023-02-09 20:05:47","BEIJING, Feb. 9 -- China has declined the US proposal for a telephone conversation between the defense chiefs of China and the US, said Senior Colonel Tan Kefei, spokesperson for China's Ministry of National Defense, in a statement on Thursday.,According to the spokesperson, the US side recently proposed a telephone conversation between the Chinese defense minister and the US defense secretary to communicate on the incident of China's civilian unmanned airship.,The spokesperson said that the US persisted in using force to attack China's civilian unmanned airship, which seriously violated international practices and set a very bad precedent. In view of the US side's irresponsible and seriously wrong practice, which had failed to create a proper atmosphere for dialogue and exchange between the two militaries, China didn't accept the US proposal for a phone call between the two defense chiefs, added the spokesperson.,The spokesperson also noted that the Chinese Foreign Ministry had made a public statement on the nature of the unmanned airship incident, and China reserves the right to take necessary measures to deal with similar situations.,
				"
 Military operations will take place in Bohai Strait and northern Yellow Sea,"Source：
				,
			,Editor：Huang Panyue,2023-02-12 20:51:52","A military operation will be carried out in Bohai Strait and the northern Yellow Sea from Feb 12 to next Sunday, said a navigation warning released by China's Maritime Safety Administration on Friday.,The warning gave specific coordinates of the operation area but didn't reveal any details about the military task, noting that any entering would be prohibited.,In addition, live-fire exercises would also be conducted in parts of the northern Yellow Sea from Monday to Friday, according to another navigation warning post by the MSA on Thursday.,
				"
 Chinese peacekeepers to Lebanon participate in Exercise Tiger 2023,"Source：
				,
			,Editor：Wang Xinjuan,2023-02-13 16:39:52","By Zhang Zhe and Li Zhulin,BEIRUT, Feb.13 -- On February 11, local time, the 21st Chinese peacekeeping multi-role engineering company participated in the Exercise Tiger 2023 held by the United Nations Interim Force in Lebanon (UNIFIL), which took place at the barracks of the company in the south Lebanese village of Hinnieh.,The exercise was set against a large-scale conflict scenario in the mission area with security situation seriously deteriorating. The Chinese peacekeepers were assigned to receive, protect and transfer the UNIFIL employees and their families. During the 3-hour exercise, the Chinese peacekeeping company dispatched more than 100 members and 10 vehicles to complete drills on eight subjects, including emergency evacuation, camp defense, and armed escort.,At about 8 am, the Chinese contingent received an instruction from the UNIFIL headquarters and turned to highest alert, followed by all teams engaging in drills in an orderly manner as assigned. The security team cordoned and patrolled with weapons and ammunition. The rescue team sent out armored infantry vehicles and armored ambulances for rescue. The guard team checked the identity of employees and their families and got them admitted into the camp. In addition, the contingent also provided food and medical support for the UNIFIL employees and their families.,Guided by the UNIFIL headquarters and implemented by the Chinese peacekeeping contingent, the exercise has got more than 60 peacekeepers and more than 20 civilian employees involved from 10 countries, including Italy, Ireland and Poland.,""During the exercise, the Chinese peacekeepers responded quickly and handled properly, reflecting their professional capabilities, and making the exercise a great success,"" acclaimed a UNIFIL security training officer after the exercise.,
				"
" 
China provides emergency aid to Türkiye, Syria","Source：
				,
			,Editor：Lin Congyi,2023-02-08 10:26:15","BEIJING, Feb. 7 (Xinhua) -- China has launched an emergency humanitarian assistance mechanism and will provide emergency aid to quake-hit Türkiye and Syria, said Deng Boqing, deputy head of the China International Development Cooperation Agency, on Tuesday.,China will provide the first batch of emergency aid worth 40 million yuan (about 5.89 million U.S. dollars) to Türkiye, according to Deng. A rescue team will leave within hours and a medical team will be sent within the shortest time possible, he added.,He said China is coordinating efforts to provide relief supplies to Syria and speeding up the implementation of the ongoing food aid program.,More than 4,000 people were killed and tens of thousands injured after strong earthquakes jolted parts of Türkiye and neighboring Syria early Monday.,The Chinese government will continue to provide aid to the two countries within its capacity and in light of the evolving situation and actual needs, Deng said.,
				"
" Xi stresses grasping, advancing Chinese modernization","Source：
				,
			,Editor：Huang Panyue,2023-02-08 18:40:27","BEIJING, Feb. 7 (Xinhua) -- Chinese President Xi Jinping on Tuesday stressed the importance of correctly understanding and vigorously advancing Chinese modernization.,Xi, also general secretary of the Communist Party of China (CPC) Central Committee and chairman of the Central Military Commission, made the remarks while addressing the opening of a study session at the Party School of the CPC Central Committee (National Academy of Governance).,The session was attended by newly-elected members and alternate members of the CPC Central Committee, as well as principal officials at the provincial and ministerial levels.,The summation and elaboration of the theory of Chinese modernization is a major theoretical innovation achieved at the 20th CPC National Congress, and it represents the latest major achievement in developing scientific socialism, Xi said.,The opening ceremony was presided over by Li Qiang, and attended by Zhao Leji, Wang Huning, Cai Qi, Ding Xuexiang, and Li Xi. They are all members of the Standing Committee of the Political Bureau of the CPC Central Committee.,Realizing the great rejuvenation of the Chinese nation has been a shared aspiration of the Chinese people since the beginning of modern times, Xi noted, adding that the historical task of exploring the Chinese path to modernization fell on the shoulders of the CPC.,Xi stressed that since the 18th CPC National Congress in 2012, the Party has made new progress based on previous explorations, continuously achieved innovations and breakthroughs in theory and practice, and successfully advanced and expanded Chinese modernization.,The historic achievements and changes, particularly the elimination of absolute poverty and the completion of the building of a moderately prosperous society in all respects, have resulted in more robust institutions, stronger material foundations, and a source of inspiration for taking greater initiative for Chinese modernization, Xi added.,Noting that Party leadership is vital to the fundamental direction, future and success of Chinese modernization, and defines the fundamental nature of Chinese modernization, Xi said only by upholding Party leadership can Chinese modernization have a promising future.,Xi stressed that the modernization process of a country needs to follow the general rule of modernization, but it shall be suited to its realities and characterized by features unique to its context.,Citing the report to the 20th CPC National Congress, Xi said Chinese modernization is characterized by five features that are unique to the Chinese context. It is the modernization of a huge population, of common prosperity for all, of material and cultural-ethical advancement, of harmony between humanity and nature, and of peaceful development.,Xi said Chinese modernization is a new model for human advancement, and it dispels the myth that ""modernization is equal to Westernization,"" presents another picture of modernization, expands the channels for developing countries to achieve modernization, and provides a Chinese solution to aid the exploration of a better social system for humanity.,Advancing Chinese modernization is a systematic endeavor, Xi stressed, adding that it is also an exploratory undertaking.,Once the strategy is formulated, it must be adhered to over the long term, he said, adding that the right direction of Chinese modernization must be ensured.,Xi said innovation must be placed in a prominent position in overall national development, and efforts must be made to achieve higher efficiency than capitalism while maintaining fairness in the society more effectively.,He also demanded more efforts to expand high-standard opening up and deeply involve the country in the global industrial division of labor and cooperation.,""The cause of promoting Chinese modernization, which is an unprecedented and pioneering venture, will inevitably encounter all kinds of risks, challenges, difficulties and even dangerous storms, some of which we can foresee and others we cannot,"" Xi said. ""Let us harness our indomitable fighting spirit to open new horizons for our cause."",Xi stressed the importance of the work during this year in advancing Chinese modernization. The decisions and plans made by the CPC Central Committee must be fully implemented and efforts must be made to achieve an overall improvement in the economy, he said.,Presiding over the opening of the session, Li Qiang said that the important speech delivered by Xi enriched and developed the theory of Chinese modernization and should be carefully studied and grasped. He called for thinking and acting in line with the guiding principles of the speech. ,
				"
